ID,PHASE,DOMAIN,REQUIREMENT,CURRENT_SOURCE,CURRENT_VALIDATION,CURRENT_EXTERNAL_GATE,CURRENT_IMPLEMENTATION_GAP,OWNER,FILES,DEPENDENCIES,IMPLEMENTATION_ACTION,TEST_ACTION,EVIDENCE_ACTION,FINAL_STATUS
PCA-ADD-COMP-008,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/entitlements/complimentary/types.ts; backend/src/platformadmin/complimentary/PlatformAdminComplimentaryGrantService.ts; backend/migrations/0014_complimentary_entitlement_grants.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-009,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/entitlements/complimentary/ComplimentaryEntitlementService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-010,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/entitlements/complimentary/EffectiveEntitlementCapacity.ts; backend/src/entitlements/requests/ChangeRequestService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-011,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/entitlements/complimentary/MySqlComplimentaryGrantRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-012,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/entitlements/complimentary/MySqlComplimentaryGrantRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-013,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/http/routes/platformadmin/complimentaryGrantRoutes.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-014,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/platformadmin/auth/rbacPolicy.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-015,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/platformadmin/complimentary/PlatformAdminComplimentaryGrantService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-016,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/platformadmin/audit/types.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-017,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,NONE recorded,,,WS-19 ADDENDUM-002/003/004,platform-admin-web/src/pages/entitlements/ComplimentaryCapacity.tsx,,NONE (source complete),EXTERNAL (device/provider/UAT),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-018,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/entitlements/complimentary/MyKidsComplimentaryReadModel.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-019,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/entitlements/complimentary/MyKidsComplimentaryReadModel.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-020,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/http/routes/familyCommercialRoutes.ts; backend/src/entitlements/complimentary/MyKidsComplimentaryReadModel.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-021,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/test/db/complimentaryGrants.mysql.test.mjs,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-022,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/src/entitlements/complimentary/MySqlComplimentaryGrantRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-023,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/migrations/0014_complimentary_entitlement_grants.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-024,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/migrations/0014_complimentary_entitlement_grants.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-COMP-025,PCA-COMPLIMENTARY-ENTITLEMENTS-1,Addendum 004 complimentary entitlements,Normative text in docs/implementation/addenda/PCA_ADDENDUM_004_COMPLIMENTARY_ENTITLEMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002/003/004,backend/migrations/0014_complimentary_entitlement_grants.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-001,PCA-10,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,parent-web/src/pages/family/DeviceEnrollmentPanel.tsx; backend/src/http/routes/invitationRoutes.ts; backend/src/invitation/InvitationService.ts; backend/migrations/0019_enrollment_profile_contract.sql; android/app/src/main/java/org/pca/app/enrollment/EnrollmentApiClient.kt; ios/PCA/Enrollment/ChildEnrollmentCoordinator.swift,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-002,PCA-1; PCA-10,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,"backend/src/invitation/token.ts (generateInvitationToken, 256-bit CSPRNG) | parent-web/src/pages/family/InvitationQrCode.tsx (local QR rendering) | parent-web/src/pages/family/invitationFallbackCode.ts (SHA-256-derived 12-character display-only identifier) | parent-web/src/pages/family/DeviceEnrollmentPanel.tsx (one-time link, QR, raw token, and fallback reveal)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-003,PCA-1; PCA-10,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,backend/src/invitation/token.ts | parent-web/src/pages/family/invitationFallbackCode.ts | parent-web/src/pages/family/DeviceEnrollmentPanel.tsx | parent-web/src/i18n/locales/en.json | parent-web/src/i18n/locales/ar.json,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-004,PCA-1,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,"backend/src/invitation/token.ts; backend/src/invitation/token.ts (randomBytes(32), hashInvitationToken SHA-256) | backend/src/invitation/policy.ts (resolveInvitationTtlMs, computeExpiryInstant) | backend/src/invitation/InvitationService.ts (revokeInvitation, revokeInvitationForFamily) | backend/migrations/0001_mysql_baseline.sql (enrollment_invitations.token_hash UNIQUE, hash-only storage)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-005,PCA-1,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,backend/migrations/0016_invitation_lifecycle_states.sql | backend/src/invitation/types.ts | backend/src/invitation/InvitationService.ts | backend/src/invitation/MySqlInvitationRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-006,PCA-1,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,"backend/src/invitation/InvitationService.ts (loadRedeemable, applyForwardTransition, persistExpiryIfDue) | backend/src/invitation/InvitationRepository.ts",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-007,PCA-10,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,"backend/src/invitation/InvitationService.ts; backend/src/http/routes/invitationRoutes.ts; backend/src/invitation/InvitationService.ts (listInvitationsForFamily, getInvitationForFamily, revokeInvitationForFamily) | backend/src/http/routes/invitationRoutes.ts | parent-web/src/pages/family/DeviceEnrollmentPanel.tsx (status table + revoke button gated by PermissionGate action=REVOKE_DEVICE_INVITATION, no token shown in list view)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-008,PCA-1; PCA-2,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,ANDROID_APP_LINK_ASSETLINKS_HOSTING; ANDROID_PHYSICAL_INSTALL_CONTINUATION,"Gated: ANDROID_APP_LINK_ASSETLINKS_HOSTING, ANDROID_PHYSICAL_INSTALL_CONTINUATION",WS-01 PCA-1,android/app/src/main/AndroidManifest.xml (https autoVerify App Link intent-filter); android/app/src/main/java/org/pca/app/enrollment/EnrollmentDeepLinkConfig.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentLinkParser.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentCoordinator.kt,ANDROID_APP_LINK_ASSETLINKS_HOSTING; ANDROID_PHYSICAL_INSTALL_CONTINUATION,DEFERRED_EXTERNAL_GATE (ANDROID_APP_LINK_ASSETLINKS_HOSTING; ANDROID_PHYSICAL_INSTALL_CONTINUATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-ADD-ENR-009,PCA-2,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,PENDING_OWNER_DECISION,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/StandardDevicePolicyCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/ProtectedModeProvisioningGate.kt,PENDING_OWNER_DECISION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-ADD-ENR-010,PCA-15,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_MAC_XCODE; IOS_PHYSICAL_DEVICE,,WS-15 PCA-15,ios/PCA/Enrollment/ChildEnrollmentCoordinator.swift; ios/PCATests/EnrollmentProfileTests.swift; android/app/src/main/java/org/pca/app/enrollment/EnrollmentProfile.kt; android/app/src/test/java/org/pca/app/enrollment/EnrollmentProfileContractTest.kt,IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_MAC_XCODE; IOS_PHYSICAL_DEVICE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-011,PCA-10; PCA-16,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,android/app/src/main/java/org/pca/app/MainActivity.kt; android/app/src/main/java/org/pca/app/runtime/ui/ChildHomeScreen.kt; android/app/src/main/res/values/runtime_strings.xml; android/app/src/main/res/values-ar/runtime_strings.xml,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-012,PCA-10; PCA-13,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,backend/src/enrollment/AdministrationPinService.ts; backend/src/enrollment/MySqlAdministrationPinRepository.ts; backend/migrations/0022_enrollment_administration_persistence.sql; backend/src/http/routes/removalDecisionRoutes.ts; backend/src/http/buildServer.ts; backend/src/main.ts; parent-web/src/pages/family/ProtectionAdministrationPanel.tsx; parent-web/src/pages/family/Devices.tsx; parent-web/src/api/real/realProtectionAdministrationActions.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-013,PCA-10; PCA-11; PCA-13,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,CRYPTO_SECURITY_REVIEW,,WS-10 PCA-10,android/app/src/main/java/org/pca/app/security/Pbkdf2AdminPinVerifier.kt; android/app/src/main/java/org/pca/app/security/PinAttemptThrottle.kt; android/app/src/main/java/org/pca/app/security/ThrottledAdminPinVerifier.kt; android/app/src/main/java/org/pca/app/security/ui/AdminPinScreen.kt; android/app/src/main/java/org/pca/app/security/BiometricAuthGate.kt; android/app/src/main/java/org/pca/app/security/RealBiometricAuthGate.kt; android/app/src/main/java/org/pca/app/feature/removaldecision/ui/RemovalDecisionScreen.kt; backend/src/enrollment/AdministrationPinService.ts; backend/src/http/routes/removalDecisionRoutes.ts; backend/src/deviceauth/DeviceAuthService.ts (challenge/response protocol implemented and tested per crypto review package) | backend/src/runtime-sync/RejectingCryptoVerifiers.ts (RejectingDeviceSignatureVerifier wired in production),CRYPTO_SECURITY_REVIEW,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-014,PCA-13,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,,,WS-13 PCA-13,android/app/src/main/java/org/pca/app/security/Pbkdf2AdminPinVerifier.kt; android/app/src/main/java/org/pca/app/security/PinAttemptThrottle.kt; android/app/src/main/java/org/pca/app/security/ThrottledAdminPinVerifier.kt; android/app/src/main/java/org/pca/app/security/ui/AdminPinScreen.kt; android/app/src/main/java/org/pca/app/security/ui/AdminSecurityActivity.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-015,PCA-13; PCA-17,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-13 PCA-13,"android/app/src/main/java/org/pca/app/security/Pbkdf2AdminPinVerifier.kt (stores only a salted hash, never the raw PIN)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-016,PCA-10; PCA-11; PCA-13,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,backend/src/familyrbac/RemovalDecisionAuthority.ts; backend/src/familyrbac/MySqlRemovalDecisionRepository.ts; backend/migrations/0023_removal_decision_authority_persistence.sql; backend/src/http/routes/removalDecisionRoutes.ts; backend/src/http/buildServer.ts; parent-web/src/pages/family/ProtectionAdministrationPanel.tsx; parent-web/src/pages/family/Devices.tsx; parent-web/src/api/real/realProtectionAdministrationActions.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-017,PCA-10; PCA-11,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,backend/src/familyrbac/RemovalDecisionAuthority.ts; backend/src/familyrbac/MySqlRemovalDecisionRepository.ts; backend/migrations/0023_removal_decision_authority_persistence.sql; backend/src/http/routes/removalDecisionRoutes.ts; backend/src/http/buildServer.ts; parent-web/src/pages/family/ProtectionAdministrationPanel.tsx; parent-web/src/pages/family/Devices.tsx; parent-web/src/api/real/realProtectionAdministrationActions.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-ENR-018,PCA-11; PCA-13,Addendum 001 enrollment,Normative text in docs/implementation/addenda/PCA_ADDENDUM_001_SECURE_INVITE_PROTECTED_ENROLLMENT.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,CRYPTO_SECURITY_REVIEW,,WS-11 PCA-11,backend/src/familyrbac/RemovalDecisionAuthority.ts; backend/src/familyrbac/MySqlRemovalDecisionRepository.ts; backend/migrations/0023_removal_decision_authority_persistence.sql; backend/src/http/routes/removalDecisionRoutes.ts; backend/src/main.ts; backend/src/http/buildServer.ts; backend/src/familyrbac/UnavailableRemovalDecisionSigningKeyResolver.ts,CRYPTO_SECURITY_REVIEW,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
